date_key,calender,year,quarter,day,month,weekday,week_of_year,isweekend,isholiday,isholiday_in_us,day_in_year,day_in_quarter,day_in_month,day_in_week
20270712,2027-07-12,2027,3,12,July,Monday,28,False,False,False,193,12,12,1
20270713,2027-07-13,2027,3,13,July,Tuesday,28,False,False,False,194,13,13,2
20270714,2027-07-14,2027,3,14,July,Wednesday,28,False,False,False,195,14,14,3
20270715,2027-07-15,2027,3,15,July,Thursday,28,False,True,False,196,15,15,4
20270716,2027-07-16,2027,3,16,July,Friday,28,False,False,False,197,16,16,5
20270717,2027-07-17,2027,3,17,July,Saturday,28,True,False,False,198,17,17,6
20270718,2027-07-18,2027,3,18,July,Sunday,28,True,False,False,199,18,18,7
20270719,2027-07-19,2027,3,19,July,Monday,29,False,False,False,200,19,19,1
20270720,2027-07-20,2027,3,20,July,Tuesday,29,False,False,False,201,20,20,2
20270721,2027-07-21,2027,3,21,July,Wednesday,29,False,False,False,202,21,21,3
20270722,2027-07-22,2027,3,22,July,Thursday,29,False,False,False,203,22,22,4
20270723,2027-07-23,2027,3,23,July,Friday,29,False,False,False,204,23,23,5
20270724,2027-07-24,2027,3,24,July,Saturday,29,True,False,False,205,24,24,6
20270725,2027-07-25,2027,3,25,July,Sunday,29,True,False,False,206,25,25,7
20270726,2027-07-26,2027,3,26,July,Monday,30,False,False,False,207,26,26,1
20270727,2027-07-27,2027,3,27,July,Tuesday,30,False,False,False,208,27,27,2
20270728,2027-07-28,2027,3,28,July,Wednesday,30,False,False,False,209,28,28,3
20270729,2027-07-29,2027,3,29,July,Thursday,30,False,False,False,210,29,29,4
20270730,2027-07-30,2027,3,30,July,Friday,30,False,False,False,211,30,30,5
20270731,2027-07-31,2027,3,31,July,Saturday,30,True,False,False,212,31,31,6
20270801,2027-08-01,2027,3,1,August,Sunday,30,True,False,False,213,32,1,7
20270802,2027-08-02,2027,3,2,August,Monday,31,False,False,False,214,33,2,1
20270803,2027-08-03,2027,3,3,August,Tuesday,31,False,False,False,215,34,3,2
20270804,2027-08-04,2027,3,4,August,Wednesday,31,False,False,False,216,35,4,3
20270805,2027-08-05,2027,3,5,August,Thursday,31,False,False,False,217,36,5,4
20270806,2027-08-06,2027,3,6,August,Friday,31,False,False,False,218,37,6,5
20270807,2027-08-07,2027,3,7,August,Saturday,31,True,False,False,219,38,7,6
20270808,2027-08-08,2027,3,8,August,Sunday,31,True,False,False,220,39,8,7
20270809,2027-08-09,2027,3,9,August,Monday,32,False,False,False,221,40,9,1
20270810,2027-08-10,2027,3,10,August,Tuesday,32,False,False,False,222,41,10,2
20270811,2027-08-11,2027,3,11,August,Wednesday,32,False,False,False,223,42,11,3
20270812,2027-08-12,2027,3,12,August,Thursday,32,False,False,False,224,43,12,4
20270813,2027-08-13,2027,3,13,August,Friday,32,False,False,False,225,44,13,5
20270814,2027-08-14,2027,3,14,August,Saturday,32,True,False,False,226,45,14,6
20270815,2027-08-15,2027,3,15,August,Sunday,32,True,False,False,227,46,15,7
20270816,2027-08-16,2027,3,16,August,Monday,33,False,False,False,228,47,16,1
20270817,2027-08-17,2027,3,17,August,Tuesday,33,False,False,False,229,48,17,2
20270818,2027-08-18,2027,3,18,August,Wednesday,33,False,False,False,230,49,18,3
20270819,2027-08-19,2027,3,19,August,Thursday,33,False,False,False,231,50,19,4
20270820,2027-08-20,2027,3,20,August,Friday,33,False,False,False,232,51,20,5
20270821,2027-08-21,2027,3,21,August,Saturday,33,True,False,False,233,52,21,6
20270822,2027-08-22,2027,3,22,August,Sunday,33,True,False,False,234,53,22,7
20270823,2027-08-23,2027,3,23,August,Monday,34,False,False,False,235,54,23,1
20270824,2027-08-24,2027,3,24,August,Tuesday,34,False,False,False,236,55,24,2
20270825,2027-08-25,2027,3,25,August,Wednesday,34,False,False,False,237,56,25,3
20270826,2027-08-26,2027,3,26,August,Thursday,34,False,False,False,238,57,26,4
20270827,2027-08-27,2027,3,27,August,Friday,34,False,False,False,239,58,27,5
20270828,2027-08-28,2027,3,28,August,Saturday,34,True,False,False,240,59,28,6
20270829,2027-08-29,2027,3,29,August,Sunday,34,True,False,False,241,60,29,7
20270830,2027-08-30,2027,3,30,August,Monday,35,False,True,False,242,61,30,1
20270831,2027-08-31,2027,3,31,August,Tuesday,35,False,False,False,243,62,31,2
20270901,2027-09-01,2027,3,1,September,Wednesday,35,False,False,False,244,63,1,3
20270902,2027-09-02,2027,3,2,September,Thursday,35,False,False,False,245,64,2,4
20270903,2027-09-03,2027,3,3,September,Friday,35,False,False,False,246,65,3,5
20270904,2027-09-04,2027,3,4,September,Saturday,35,True,False,False,247,66,4,6
20270905,2027-09-05,2027,3,5,September,Sunday,35,True,False,False,248,67,5,7
20270906,2027-09-06,2027,3,6,September,Monday,36,False,False,True,249,68,6,1
20270907,2027-09-07,2027,3,7,September,Tuesday,36,False,False,False,250,69,7,2
20270908,2027-09-08,2027,3,8,September,Wednesday,36,False,False,False,251,70,8,3
20270909,2027-09-09,2027,3,9,September,Thursday,36,False,False,False,252,71,9,4
20270910,2027-09-10,2027,3,10,September,Friday,36,False,False,False,253,72,10,5
20270911,2027-09-11,2027,3,11,September,Saturday,36,True,False,False,254,73,11,6
20270912,2027-09-12,2027,3,12,September,Sunday,36,True,False,False,255,74,12,7
20270913,2027-09-13,2027,3,13,September,Monday,37,False,False,False,256,75,13,1
20270914,2027-09-14,2027,3,14,September,Tuesday,37,False,False,False,257,76,14,2
20270915,2027-09-15,2027,3,15,September,Wednesday,37,False,False,False,258,77,15,3
20270916,2027-09-16,2027,3,16,September,Thursday,37,False,False,False,259,78,16,4
20270917,2027-09-17,2027,3,17,September,Friday,37,False,False,False,260,79,17,5
20270918,2027-09-18,2027,3,18,September,Saturday,37,True,False,False,261,80,18,6
20270919,2027-09-19,2027,3,19,September,Sunday,37,True,False,False,262,81,19,7
20270920,2027-09-20,2027,3,20,September,Monday,38,False,False,False,263,82,20,1
20270921,2027-09-21,2027,3,21,September,Tuesday,38,False,False,False,264,83,21,2
20270922,2027-09-22,2027,3,22,September,Wednesday,38,False,False,False,265,84,22,3
20270923,2027-09-23,2027,3,23,September,Thursday,38,False,False,False,266,85,23,4
20270924,2027-09-24,2027,3,24,September,Friday,38,False,False,False,267,86,24,5
20270925,2027-09-25,2027,3,25,September,Saturday,38,True,False,False,268,87,25,6
20270926,2027-09-26,2027,3,26,September,Sunday,38,True,False,False,269,88,26,7
20270927,2027-09-27,2027,3,27,September,Monday,39,False,False,False,270,89,27,1
20270928,2027-09-28,2027,3,28,September,Tuesday,39,False,False,False,271,90,28,2
20270929,2027-09-29,2027,3,29,September,Wednesday,39,False,False,False,272,91,29,3
20270930,2027-09-30,2027,3,30,September,Thursday,39,False,False,False,273,92,30,4
20271001,2027-10-01,2027,4,1,October,Friday,39,False,False,False,274,1,1,5
20271002,2027-10-02,2027,4,2,October,Saturday,39,True,False,False,275,2,2,6
20271003,2027-10-03,2027,4,3,October,Sunday,39,True,False,False,276,3,3,7
20271004,2027-10-04,2027,4,4,October,Monday,40,False,False,False,277,4,4,1
20271005,2027-10-05,2027,4,5,October,Tuesday,40,False,False,False,278,5,5,2
20271006,2027-10-06,2027,4,6,October,Wednesday,40,False,False,False,279,6,6,3
20271007,2027-10-07,2027,4,7,October,Thursday,40,False,False,False,280,7,7,4
20271008,2027-10-08,2027,4,8,October,Friday,40,False,False,False,281,8,8,5
20271009,2027-10-09,2027,4,9,October,Saturday,40,True,False,False,282,9,9,6
20271010,2027-10-10,2027,4,10,October,Sunday,40,True,False,False,283,10,10,7
20271011,2027-10-11,2027,4,11,October,Monday,41,False,False,True,284,11,11,1
20271012,2027-10-12,2027,4,12,October,Tuesday,41,False,False,False,285,12,12,2
20271013,2027-10-13,2027,4,13,October,Wednesday,41,False,False,False,286,13,13,3
20271014,2027-10-14,2027,4,14,October,Thursday,41,False,False,False,287,14,14,4
20271015,2027-10-15,2027,4,15,October,Friday,41,False,False,False,288,15,15,5
20271016,2027-10-16,2027,4,16,October,Saturday,41,True,False,False,289,16,16,6
20271017,2027-10-17,2027,4,17,October,Sunday,41,True,False,False,290,17,17,7
20271018,2027-10-18,2027,4,18,October,Monday,42,False,False,False,291,18,18,1
20271019,2027-10-19,2027,4,19,October,Tuesday,42,False,False,False,292,19,19,2
20271020,2027-10-20,2027,4,20,October,Wednesday,42,False,False,False,293,20,20,3
20271021,2027-10-21,2027,4,21,October,Thursday,42,False,False,False,294,21,21,4
20271022,2027-10-22,2027,4,22,October,Friday,42,False,False,False,295,22,22,5
20271023,2027-10-23,2027,4,23,October,Saturday,42,True,False,False,296,23,23,6
20271024,2027-10-24,2027,4,24,October,Sunday,42,True,False,False,297,24,24,7
20271025,2027-10-25,2027,4,25,October,Monday,43,False,False,False,298,25,25,1
20271026,2027-10-26,2027,4,26,October,Tuesday,43,False,False,False,299,26,26,2
20271027,2027-10-27,2027,4,27,October,Wednesday,43,False,False,False,300,27,27,3
20271028,2027-10-28,2027,4,28,October,Thursday,43,False,False,False,301,28,28,4
20271029,2027-10-29,2027,4,29,October,Friday,43,False,True,False,302,29,29,5
20271030,2027-10-30,2027,4,30,October,Saturday,43,True,False,False,303,30,30,6
20271031,2027-10-31,2027,4,31,October,Sunday,43,True,False,False,304,31,31,7
20271101,2027-11-01,2027,4,1,November,Monday,44,False,False,False,305,32,1,1
20271102,2027-11-02,2027,4,2,November,Tuesday,44,False,False,False,306,33,2,2
20271103,2027-11-03,2027,4,3,November,Wednesday,44,False,False,False,307,34,3,3
20271104,2027-11-04,2027,4,4,November,Thursday,44,False,False,False,308,35,4,4
20271105,2027-11-05,2027,4,5,November,Friday,44,False,False,False,309,36,5,5
20271106,2027-11-06,2027,4,6,November,Saturday,44,True,False,False,310,37,6,6
20271107,2027-11-07,2027,4,7,November,Sunday,44,True,False,False,311,38,7,7
20271108,2027-11-08,2027,4,8,November,Monday,45,False,False,False,312,39,8,1
20271109,2027-11-09,2027,4,9,November,Tuesday,45,False,False,False,313,40,9,2
20271110,2027-11-10,2027,4,10,November,Wednesday,45,False,False,False,314,41,10,3
20271111,2027-11-11,2027,4,11,November,Thursday,45,False,False,True,315,42,11,4
20271112,2027-11-12,2027,4,12,November,Friday,45,False,False,False,316,43,12,5
20271113,2027-11-13,2027,4,13,November,Saturday,45,True,False,False,317,44,13,6
20271114,2027-11-14,2027,4,14,November,Sunday,45,True,False,False,318,45,14,7
20271115,2027-11-15,2027,4,15,November,Monday,46,False,False,False,319,46,15,1
20271116,2027-11-16,2027,4,16,November,Tuesday,46,False,False,False,320,47,16,2
20271117,2027-11-17,2027,4,17,November,Wednesday,46,False,False,False,321,48,17,3
20271118,2027-11-18,2027,4,18,November,Thursday,46,False,False,False,322,49,18,4
20271119,2027-11-19,2027,4,19,November,Friday,46,False,False,False,323,50,19,5
20271120,2027-11-20,2027,4,20,November,Saturday,46,True,False,False,324,51,20,6
20271121,2027-11-21,2027,4,21,November,Sunday,46,True,False,False,325,52,21,7
20271122,2027-11-22,2027,4,22,November,Monday,47,False,False,False,326,53,22,1
20271123,2027-11-23,2027,4,23,November,Tuesday,47,False,False,False,327,54,23,2
20271124,2027-11-24,2027,4,24,November,Wednesday,47,False,False,False,328,55,24,3
20271125,2027-11-25,2027,4,25,November,Thursday,47,False,False,True,329,56,25,4
20271126,2027-11-26,2027,4,26,November,Friday,47,False,False,False,330,57,26,5
20271127,2027-11-27,2027,4,27,November,Saturday,47,True,False,False,331,58,27,6
20271128,2027-11-28,2027,4,28,November,Sunday,47,True,False,False,332,59,28,7
20271129,2027-11-29,2027,4,29,November,Monday,48,False,False,False,333,60,29,1
20271130,2027-11-30,2027,4,30,November,Tuesday,48,False,False,False,334,61,30,2
20271201,2027-12-01,2027,4,1,December,Wednesday,48,False,False,False,335,62,1,3
20271202,2027-12-02,2027,4,2,December,Thursday,48,False,False,False,336,63,2,4
20271203,2027-12-03,2027,4,3,December,Friday,48,False,False,False,337,64,3,5
20271204,2027-12-04,2027,4,4,December,Saturday,48,True,False,False,338,65,4,6
20271205,2027-12-05,2027,4,5,December,Sunday,48,True,False,False,339,66,5,7
20271206,2027-12-06,2027,4,6,December,Monday,49,False,False,False,340,67,6,1
20271207,2027-12-07,2027,4,7,December,Tuesday,49,False,False,False,341,68,7,2
20271208,2027-12-08,2027,4,8,December,Wednesday,49,False,False,False,342,69,8,3
20271209,2027-12-09,2027,4,9,December,Thursday,49,False,False,False,343,70,9,4
20271210,2027-12-10,2027,4,10,December,Friday,49,False,False,False,344,71,10,5
20271211,2027-12-11,2027,4,11,December,Saturday,49,True,False,False,345,72,11,6
20271212,2027-12-12,2027,4,12,December,Sunday,49,True,False,False,346,73,12,7
20271213,2027-12-13,2027,4,13,December,Monday,50,False,False,False,347,74,13,1
20271214,2027-12-14,2027,4,14,December,Tuesday,50,False,False,False,348,75,14,2
20271215,2027-12-15,2027,4,15,December,Wednesday,50,False,False,False,349,76,15,3
20271216,2027-12-16,2027,4,16,December,Thursday,50,False,False,False,350,77,16,4
20271217,2027-12-17,2027,4,17,December,Friday,50,False,False,False,351,78,17,5
20271218,2027-12-18,2027,4,18,December,Saturday,50,True,False,False,352,79,18,6
20271219,2027-12-19,2027,4,19,December,Sunday,50,True,False,False,353,80,19,7
20271220,2027-12-20,2027,4,20,December,Monday,51,False,False,False,354,81,20,1
20271221,2027-12-21,2027,4,21,December,Tuesday,51,False,False,False,355,82,21,2
20271222,2027-12-22,2027,4,22,December,Wednesday,51,False,False,False,356,83,22,3
20271223,2027-12-23,2027,4,23,December,Thursday,51,False,False,False,357,84,23,4
20271224,2027-12-24,2027,4,24,December,Friday,51,False,False,True,358,85,24,5
20271225,2027-12-25,2027,4,25,December,Saturday,51,True,False,False,359,86,25,6
20271226,2027-12-26,2027,4,26,December,Sunday,51,True,False,False,360,87,26,7
20271227,2027-12-27,2027,4,27,December,Monday,52,False,False,False,361,88,27,1
20271228,2027-12-28,2027,4,28,December,Tuesday,52,False,False,False,362,89,28,2
20271229,2027-12-29,2027,4,29,December,Wednesday,52,False,False,False,363,90,29,3
20271230,2027-12-30,2027,4,30,December,Thursday,52,False,False,False,364,91,30,4
20271231,2027-12-31,2027,4,31,December,Friday,52,False,False,False,365,92,31,5
20280101,2028-01-01,2028,1,1,January,Saturday,52,True,True,False,1,1,1,6
20280102,2028-01-02,2028,1,2,January,Sunday,52,True,False,False,2,2,2,7
20280103,2028-01-03,2028,1,3,January,Monday,1,False,False,False,3,3,3,1
20280104,2028-01-04,2028,1,4,January,Tuesday,1,False,False,False,4,4,4,2
20280105,2028-01-05,2028,1,5,January,Wednesday,1,False,False,False,5,5,5,3
20280106,2028-01-06,2028,1,6,January,Thursday,1,False,False,False,6,6,6,4
20280107,2028-01-07,2028,1,7,January,Friday,1,False,False,False,7,7,7,5
20280108,2028-01-08,2028,1,8,January,Saturday,1,True,False,False,8,8,8,6
20280109,2028-01-09,2028,1,9,January,Sunday,1,True,False,False,9,9,9,7
20280110,2028-01-10,2028,1,10,January,Monday,2,False,False,False,10,10,10,1
20280111,2028-01-11,2028,1,11,January,Tuesday,2,False,False,False,11,11,11,2
20280112,2028-01-12,2028,1,12,January,Wednesday,2,False,False,False,12,12,12,3
20280113,2028-01-13,2028,1,13,January,Thursday,2,False,False,False,13,13,13,4
20280114,2028-01-14,2028,1,14,January,Friday,2,False,False,False,14,14,14,5
20280115,2028-01-15,2028,1,15,January,Saturday,2,True,False,False,15,15,15,6
20280116,2028-01-16,2028,1,16,January,Sunday,2,True,False,False,16,16,16,7
20280117,2028-01-17,2028,1,17,January,Monday,3,False,False,True,17,17,17,1
20280118,2028-01-18,2028,1,18,January,Tuesday,3,False,False,False,18,18,18,2
20280119,2028-01-19,2028,1,19,January,Wednesday,3,False,False,False,19,19,19,3
20280120,2028-01-20,2028,1,20,January,Thursday,3,False,False,False,20,20,20,4
20280121,2028-01-21,2028,1,21,January,Friday,3,False,False,False,21,21,21,5
20280122,2028-01-22,2028,1,22,January,Saturday,3,True,False,False,22,22,22,6
20280123,2028-01-23,2028,1,23,January,Sunday,3,True,False,False,23,23,23,7
20280124,2028-01-24,2028,1,24,January,Monday,4,False,False,False,24,24,24,1
20280125,2028-01-25,2028,1,25,January,Tuesday,4,False,False,False,25,25,25,2
20280126,2028-01-26,2028,1,26,January,Wednesday,4,False,False,False,26,26,26,3
20280127,2028-01-27,2028,1,27,January,Thursday,4,False,False,False,27,27,27,4
20280128,2028-01-28,2028,1,28,January,Friday,4,False,False,False,28,28,28,5
20280129,2028-01-29,2028,1,29,January,Saturday,4,True,False,False,29,29,29,6
20280130,2028-01-30,2028,1,30,January,Sunday,4,True,False,False,30,30,30,7
20280131,2028-01-31,2028,1,31,January,Monday,5,False,False,False,31,31,31,1
20280201,2028-02-01,2028,1,1,February,Tuesday,5,False,False,False,32,32,1,2
20280202,2028-02-02,2028,1,2,February,Wednesday,5,False,False,False,33,33,2,3
20280203,2028-02-03,2028,1,3,February,Thursday,5,False,False,False,34,34,3,4
20280204,2028-02-04,2028,1,4,February,Friday,5,False,False,False,35,35,4,5
20280205,2028-02-05,2028,1,5,February,Saturday,5,True,False,False,36,36,5,6
20280206,2028-02-06,2028,1,6,February,Sunday,5,True,False,False,37,37,6,7
20280207,2028-02-07,2028,1,7,February,Monday,6,False,False,False,38,38,7,1
20280208,2028-02-08,2028,1,8,February,Tuesday,6,False,False,False,39,39,8,2
20280209,2028-02-09,2028,1,9,February,Wednesday,6,False,False,False,40,40,9,3
20280210,2028-02-10,2028,1,10,February,Thursday,6,False,False,False,41,41,10,4
20280211,2028-02-11,2028,1,11,February,Friday,6,False,False,False,42,42,11,5
20280212,2028-02-12,2028,1,12,February,Saturday,6,True,False,False,43,43,12,6
20280213,2028-02-13,2028,1,13,February,Sunday,6,True,False,False,44,44,13,7
20280214,2028-02-14,2028,1,14,February,Monday,7,False,False,False,45,45,14,1
20280215,2028-02-15,2028,1,15,February,Tuesday,7,False,False,False,46,46,15,2
20280216,2028-02-16,2028,1,16,February,Wednesday,7,False,False,False,47,47,16,3
20280217,2028-02-17,2028,1,17,February,Thursday,7,False,False,False,48,48,17,4
20280218,2028-02-18,2028,1,18,February,Friday,7,False,False,False,49,49,18,5
20280219,2028-02-19,2028,1,19,February,Saturday,7,True,False,False,50,50,19,6
20280220,2028-02-20,2028,1,20,February,Sunday,7,True,False,False,51,51,20,7
20280221,2028-02-21,2028,1,21,February,Monday,8,False,False,True,52,52,21,1
20280222,2028-02-22,2028,1,22,February,Tuesday,8,False,False,False,53,53,22,2
20280223,2028-02-23,2028,1,23,February,Wednesday,8,False,False,False,54,54,23,3
20280224,2028-02-24,2028,1,24,February,Thursday,8,False,False,False,55,55,24,4
20280225,2028-02-25,2028,1,25,February,Friday,8,False,False,False,56,56,25,5
20280226,2028-02-26,2028,1,26,February,Saturday,8,True,False,False,57,57,26,6
20280227,2028-02-27,2028,1,27,February,Sunday,8,True,False,False,58,58,27,7
20280228,2028-02-28,2028,1,28,February,Monday,9,False,False,False,59,59,28,1
20280229,2028-02-29,2028,1,29,February,Tuesday,9,False,False,False,60,60,29,2
20280301,2028-03-01,2028,1,1,March,Wednesday,9,False,False,False,61,61,1,3
20280302,2028-03-02,2028,1,2,March,Thursday,9,False,False,False,62,62,2,4
20280303,2028-03-03,2028,1,3,March,Friday,9,False,False,False,63,63,3,5
20280304,2028-03-04,2028,1,4,March,Saturday,9,True,False,False,64,64,4,6
20280305,2028-03-05,2028,1,5,March,Sunday,9,True,False,False,65,65,5,7
20280306,2028-03-06,2028,1,6,March,Monday,10,False,False,False,66,66,6,1
20280307,2028-03-07,2028,1,7,March,Tuesday,10,False,False,False,67,67,7,2
20280308,2028-03-08,2028,1,8,March,Wednesday,10,False,False,False,68,68,8,3
20280309,2028-03-09,2028,1,9,March,Thursday,10,False,False,False,69,69,9,4
20280310,2028-03-10,2028,1,10,March,Friday,10,False,False,False,70,70,10,5
20280311,2028-03-11,2028,1,11,March,Saturday,10,True,False,False,71,71,11,6
20280312,2028-03-12,2028,1,12,March,Sunday,10,True,False,False,72,72,12,7
20280313,2028-03-13,2028,1,13,March,Monday,11,False,False,False,73,73,13,1
20280314,2028-03-14,2028,1,14,March,Tuesday,11,False,False,False,74,74,14,2
20280315,2028-03-15,2028,1,15,March,Wednesday,11,False,False,False,75,75,15,3
20280316,2028-03-16,2028,1,16,March,Thursday,11,False,False,False,76,76,16,4
20280317,2028-03-17,2028,1,17,March,Friday,11,False,False,False,77,77,17,5
20280318,2028-03-18,2028,1,18,March,Saturday,11,True,False,False,78,78,18,6
20280319,2028-03-19,2028,1,19,March,Sunday,11,True,False,False,79,79,19,7
20280320,2028-03-20,2028,1,20,March,Monday,12,False,False,False,80,80,20,1
20280321,2028-03-21,2028,1,21,March,Tuesday,12,False,False,False,81,81,21,2
20280322,2028-03-22,2028,1,22,March,Wednesday,12,False,False,False,82,82,22,3
20280323,2028-03-23,2028,1,23,March,Thursday,12,False,False,False,83,83,23,4
20280324,2028-03-24,2028,1,24,March,Friday,12,False,False,False,84,84,24,5
20280325,2028-03-25,2028,1,25,March,Saturday,12,True,False,False,85,85,25,6
20280326,2028-03-26,2028,1,26,March,Sunday,12,True,False,False,86,86,26,7
20280327,2028-03-27,2028,1,27,March,Monday,13,False,False,False,87,87,27,1
20280328,2028-03-28,2028,1,28,March,Tuesday,13,False,False,False,88,88,28,2
20280329,2028-03-29,2028,1,29,March,Wednesday,13,False,False,False,89,89,29,3
20280330,2028-03-30,2028,1,30,March,Thursday,13,False,False,False,90,90,30,4
20280331,2028-03-31,2028,1,31,March,Friday,13,False,False,False,91,91,31,5
20280401,2028-04-01,2028,2,1,April,Saturday,13,True,False,False,92,1,1,6
20280402,2028-04-02,2028,2,2,April,Sunday,13,True,False,False,93,2,2,7
20280403,2028-04-03,2028,2,3,April,Monday,14,False,False,False,94,3,3,1
20280404,2028-04-04,2028,2,4,April,Tuesday,14,False,False,False,95,4,4,2
20280405,2028-04-05,2028,2,5,April,Wednesday,14,False,False,False,96,5,5,3
20280406,2028-04-06,2028,2,6,April,Thursday,14,False,False,False,97,6,6,4
20280407,2028-04-07,2028,2,7,April,Friday,14,False,False,False,98,7,7,5
20280408,2028-04-08,2028,2,8,April,Saturday,14,True,False,False,99,8,8,6
20280409,2028-04-09,2028,2,9,April,Sunday,14,True,False,False,100,9,9,7
20280410,2028-04-10,2028,2,10,April,Monday,15,False,False,False,101,10,10,1
20280411,2028-04-11,2028,2,11,April,Tuesday,15,False,False,False,102,11,11,2
20280412,2028-04-12,2028,2,12,April,Wednesday,15,False,False,False,103,12,12,3
20280413,2028-04-13,2028,2,13,April,Thursday,15,False,False,False,104,13,13,4
20280414,2028-04-14,2028,2,14,April,Friday,15,False,False,False,105,14,14,5
20280415,2028-04-15,2028,2,15,April,Saturday,15,True,False,False,106,15,15,6
20280416,2028-04-16,2028,2,16,April,Sunday,15,True,False,False,107,16,16,7
20280417,2028-04-17,2028,2,17,April,Monday,16,False,False,False,108,17,17,1
20280418,2028-04-18,2028,2,18,April,Tuesday,16,False,False,False,109,18,18,2
20280419,2028-04-19,2028,2,19,April,Wednesday,16,False,False,False,110,19,19,3
20280420,2028-04-20,2028,2,20,April,Thursday,16,False,False,False,111,20,20,4
20280421,2028-04-21,2028,2,21,April,Friday,16,False,False,False,112,21,21,5
20280422,2028-04-22,2028,2,22,April,Saturday,16,True,False,False,113,22,22,6
20280423,2028-04-23,2028,2,23,April,Sunday,16,True,True,False,114,23,23,7
20280424,2028-04-24,2028,2,24,April,Monday,17,False,False,False,115,24,24,1
20280425,2028-04-25,2028,2,25,April,Tuesday,17,False,False,False,116,25,25,2
20280426,2028-04-26,2028,2,26,April,Wednesday,17,False,False,False,117,26,26,3
20280427,2028-04-27,2028,2,27,April,Thursday,17,False,False,False,118,27,27,4
20280428,2028-04-28,2028,2,28,April,Friday,17,False,False,False,119,28,28,5
20280429,2028-04-29,2028,2,29,April,Saturday,17,True,False,False,120,29,29,6
20280430,2028-04-30,2028,2,30,April,Sunday,17,True,False,False,121,30,30,7
20280501,2028-05-01,2028,2,1,May,Monday,18,False,True,False,122,31,1,1
20280502,2028-05-02,2028,2,2,May,Tuesday,18,False,False,False,123,32,2,2
20280503,2028-05-03,2028,2,3,May,Wednesday,18,False,False,False,124,33,3,3
20280504,2028-05-04,2028,2,4,May,Thursday,18,False,False,False,125,34,4,4
20280505,2028-05-05,2028,2,5,May,Friday,18,False,False,False,126,35,5,5
20280506,2028-05-06,2028,2,6,May,Saturday,18,True,False,False,127,36,6,6
20280507,2028-05-07,2028,2,7,May,Sunday,18,True,False,False,128,37,7,7
20280508,2028-05-08,2028,2,8,May,Monday,19,False,False,False,129,38,8,1
20280509,2028-05-09,2028,2,9,May,Tuesday,19,False,False,False,130,39,9,2
20280510,2028-05-10,2028,2,10,May,Wednesday,19,False,False,False,131,40,10,3
20280511,2028-05-11,2028,2,11,May,Thursday,19,False,False,False,132,41,11,4
20280512,2028-05-12,2028,2,12,May,Friday,19,False,False,False,133,42,12,5
20280513,2028-05-13,2028,2,13,May,Saturday,19,True,False,False,134,43,13,6
20280514,2028-05-14,2028,2,14,May,Sunday,19,True,False,False,135,44,14,7
20280515,2028-05-15,2028,2,15,May,Monday,20,False,False,False,136,45,15,1
20280516,2028-05-16,2028,2,16,May,Tuesday,20,False,False,False,137,46,16,2
20280517,2028-05-17,2028,2,17,May,Wednesday,20,False,False,False,138,47,17,3
20280518,2028-05-18,2028,2,18,May,Thursday,20,False,False,False,139,48,18,4
20280519,2028-05-19,2028,2,19,May,Friday,20,False,True,False,140,49,19,5
20280520,2028-05-20,2028,2,20,May,Saturday,20,True,False,False,141,50,20,6
20280521,2028-05-21,2028,2,21,May,Sunday,20,True,False,False,142,51,21,7
20280522,2028-05-22,2028,2,22,May,Monday,21,False,False,False,143,52,22,1
20280523,2028-05-23,2028,2,23,May,Tuesday,21,False,False,False,144,53,23,2
20280524,2028-05-24,2028,2,24,May,Wednesday,21,False,False,False,145,54,24,3
20280525,2028-05-25,2028,2,25,May,Thursday,21,False,False,False,146,55,25,4
20280526,2028-05-26,2028,2,26,May,Friday,21,False,False,False,147,56,26,5
20280527,2028-05-27,2028,2,27,May,Saturday,21,True,False,False,148,57,27,6
20280528,2028-05-28,2028,2,28,May,Sunday,21,True,False,False,149,58,28,7
20280529,2028-05-29,2028,2,29,May,Monday,22,False,False,True,150,59,29,1
20280530,2028-05-30,2028,2,30,May,Tuesday,22,False,False,False,151,60,30,2
20280531,2028-05-31,2028,2,31,May,Wednesday,22,False,False,False,152,61,31,3
20280601,2028-06-01,2028,2,1,June,Thursday,22,False,False,False,153,62,1,4
20280602,2028-06-02,2028,2,2,June,Friday,22,False,False,False,154,63,2,5
20280603,2028-06-03,2028,2,3,June,Saturday,22,True,False,False,155,64,3,6
20280604,2028-06-04,2028,2,4,June,Sunday,22,True,False,False,156,65,4,7
20280605,2028-06-05,2028,2,5,June,Monday,23,False,False,False,157,66,5,1
20280606,2028-06-06,2028,2,6,June,Tuesday,23,False,False,False,158,67,6,2
20280607,2028-06-07,2028,2,7,June,Wednesday,23,False,False,False,159,68,7,3
20280608,2028-06-08,2028,2,8,June,Thursday,23,False,False,False,160,69,8,4
20280609,2028-06-09,2028,2,9,June,Friday,23,False,False,False,161,70,9,5
20280610,2028-06-10,2028,2,10,June,Saturday,23,True,False,False,162,71,10,6
20280611,2028-06-11,2028,2,11,June,Sunday,23,True,False,False,163,72,11,7
20280612,2028-06-12,2028,2,12,June,Monday,24,False,False,False,164,73,12,1
20280613,2028-06-13,2028,2,13,June,Tuesday,24,False,False,False,165,74,13,2
20280614,2028-06-14,2028,2,14,June,Wednesday,24,False,False,False,166,75,14,3
